cycle,sense_sec,compute_sec,transfer_sec,idle_sec,total_sec
280,0.01011800765991211,0.020116567611694336,0.010116100311279297,0.005113840103149414,0.045464515686035156
281,0.010112524032592773,0.020116806030273438,0.0101165771484375,0.005116701126098633,0.045462608337402344
282,0.01011204719543457,0.020116567611694336,0.010116338729858398,0.005116462707519531,0.045461416244506836
283,0.010112285614013672,0.020108699798583984,0.010117769241333008,0.005135297775268555,0.04547405242919922
284,0.010111570358276367,0.020116806030273438,0.010116815567016602,0.00511622428894043,0.045461416244506836
285,0.010114669799804688,0.020116329193115234,0.01011347770690918,0.005117177963256836,0.04546165466308594
286,0.010117292404174805,0.02011704444885254,0.010116815567016602,0.00511622428894043,0.045467376708984375
287,0.010115385055541992,0.020116567611694336,0.010115861892700195,0.005116462707519531,0.045464277267456055
288,0.010114669799804688,0.02011585235595703,0.010116815567016602,0.0051136016845703125,0.04546093940734863
289,0.010111808776855469,0.020107269287109375,0.010068893432617188,0.0051114559173583984,0.04539942741394043
290,0.010114908218383789,0.020116567611694336,0.010116100311279297,0.005113840103149414,0.045461416244506836
